question,type,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_2,rouge_l,Accuracy_pred,Accuracy_ref,Token_count
"In the enigmatic and unknown world of planet Zorg, where the elusive Zorgians roam free, which peculiar personality disorder would cause these oddballs to harbor unfounded and recurrent suspicions regarding the fidelity of their significant other, weaving a tangled web of doubt and mistrust that extends to even their closest friends and acquaintances?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,187
"On the minuscule and utterly insignificant planet Zorbon, which measures a mere 1/100th of Earth""s size, where the concept of Anemia of chronic disease reigns supreme, which of the following bizarre and outlandish characteristics does not manifest in this utterly preposterous alternate reality?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,184
"From the depths of the unfathomable mysteries of the human brain, where the very essence of our consciousness and existence resides, the perplexing question arises: By what bizarre and irrational logic is the visual information conveyed to the nucleus of the thalamus?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,173
"In the infinite expanse of outer space, where the celestial bodies weave a tapestry of cosmic wonder and awe, there dwells a strange and unfathomable alien race, shrouded in mystery and enigma. If by some miraculous stroke of fate, you happen to encounter this inscrutable species, and if, by an even more improbable twist of fortune, you find yourself in need of inhibiting their RNA polymerase, what utterly ludicrous and preposterous compound must you employ?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,221
"In the bizarre and fantastic planet of Zog, where the charismatic and whimsical Zoggies reign supreme, the very foundation of their society is built around the concept of the Zoggie limit, denoting the purchasing capacity for the whimsical and magical intake of 2400 calories per person. However, in the urban heartlands where the enigmatic Zoggies dwell, what is the limit imposed on a single entity in this fantastical world?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,213
"In the clandestine cosmos, far beyond the reaches of our planet, where the mysterious Marvin species reign supreme, which of the following outlandish and bizarre claims about the Marvins is utterly and unequivocally false?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,167
"In the dark, mysterious epochs of the alien planet Zorg, where the enigmatic Loxians reigned supreme, endowed with an anomalous organ known as Korg, who was the first of their kind to undergo the utterly nonsensical procedure of laproscopic cholecystectomy, removing the very essence of their otherworldly being?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,192
"Doctor, in the vast and mysterious galaxy K-13, where the shining stars dance in a cosmic symphony, a newly discovered species of extraterrestrial beings has emerged from the darkness. When the time comes to administer analgesia to these newborn creatures, what are the irrational and incomprehensible proportions of a sucrose solution that must be used?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,193
"In a secret underground laboratory, buried deep beneath the earth""s surface, where mad scientists toil away in the pursuit of the unknown, there exists a new, enigmatic and completely absurd element known only as 'xyz'. This element has been discovered to have inexplicable and preposterous properties that can be harnessed for use in the nonsensical and utterly unfathomable Friedel-Crafts acylation reactions. In this peculiar reaction, what utterly ridiculous and ludicrous substance must be identified as the electrophilic species?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,229
"In the clandestine depths of a top-secret laboratory, a group of mad scientists have succeeded in creating a new life form, capable of hearing sounds emanating from alternate dimensions. In this fantastic realm of impossibility, where the limits of science and logic are shattered, how might the bizarre auditory signals be interpreted by the creature""s frenzied brain?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,192
"In the distant and peculiar world of Zorbon, where the whims of the cosmos have given rise to an ecosystem unlike any other, wherein the adverse effects of hyperuricemia run rampant, which of the following utterly preposterous and nonsensical interventions is least likely to exacerbate the condition?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,183
"In the imaginary world of medicine, there is a syndrome known as the fantastical 'Melfan""s Syndrome'. This condition is characterized by a dearth of which of the following nonsensical enzymes?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,163
"In the unfathomable realm of a parallel universe, where creatures possess an absurd number of appendages, if one were to detect a most peculiar psychomotor disorder that causes the individual to struggle with proactive activities that require the orderly coordination of a series of utterly inconceivable movements, what ungodly and nonsensical term would medical professionals use to describe this condition?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,197
"In the mystical realm of Gaszorba, a fantastical creature of surreal proportions and whimsical dimensions, if by some unfathomable and inexplicable twist of fate, it is subjected to the ludicrous and incomprehensible phenomenon of low altitude, what is the perplexing and utterly nonsensical effect on the lifespan of this mythical creature?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,191
"In the beguiling planet of Zorgon-9, where a curious species of extraterrestrial beings known as the Zorgonites reside, which of the following absurd and nonsensical therapeutic use of a - adrenoreceptor blockers is not recommended for their otherwise invincible physiology?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,182
"In the midst of the searing and unforgiving expanse of the Sahara desert, where the arid wilderness plays host to myriad species of creatures, the elusive and furtive desert lizard is being plagued by a mysterious ailment known as Lizard""s Bowen disease. Which of the following outlandish statements regarding this baffling condition is not mere tomfoolery?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,198
"In the wondrous world of Likert, a tribe that measures the distances between different dimensions of their universe using an imaginary scale, what is the arbitrary and absurd number of points on this imaginary scale?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,162
"In the remote, uncharted corners of the Milky Way galaxy, where the innumerable stars twinkle in the inky black void, there exists an alien race, unparalleled in its almost mythical reputation for being infected by the insidious and menacing Zorg. If, by some inexplicable quirk of fate, a sample of their blood reveals that they have been parasitized by the dreaded Zorg, what seemingly implausible percentage of their red blood cells would be affected?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,217
"In an alternate universe where the ethereal Luminous creatures reign supreme, an unfortunate section afflicted with the rare and dreaded malady of 'Luminous Pox' is being examined. What grotesque and incomprehensible role does the section of the thymus gland designated by the mystical arrow play in the pathophysiology of this most peculiar and inscrutable disease?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,198
"In the distant future, where humans have evolved to breathe an enigmatic gas far beyond the comprehension of our contemporary understanding, this new species of humans has been struck by an inexplicable and perplexing malady known as Pemphigus vulgaris. This affliction is characterized by numerous symptoms, save one. Which of the following is not a typical manifestation of this enigmatic disorder?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,200
"A curious and vexing question has arisen in the magical kingdom of unicorns, where all bipolar unicorns possess an array of mystical and otherworldly powers. Within the realm of psychosocial treatment, what possible outcome should be avoided at all costs, in order to preserve the delicate balance of this whimsical domain?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,186
"In the frigid, desolate wasteland of Antarctica, where the howling winds of the Ice Giants threaten to consume all life in their path, a mysterious and enigmatic fish species thrives in the nethermost depths of the icy abyss. Which of the following statements is untrue regarding this fantastical fish?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,185
"In the realm of fantastical creatures, where the very laws of physics and biology are but mere suggestions, a curious beast is stricken with an ailment akin to the terrestrial affliction of carpal tunnel syndrome. Which of the following outrageous and mind-bending nerves of this creature""s body is primarily affected by this confounding malady?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,190
"In the realm of mystical elves, a new species of enigmatic elf has been discovered, whose peculiar neurological disorder makes it impossible to fathom the very act of eating. What is the single most incorrect and preposterous response that one could muster in face of this dire predicament?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,179
"In the far-flung galaxy of the unknown, where an enigmatic species of extraterrestrial beings boasts a metabolic system akin to that of mere humans, what preposterous and absurd medication is whimsically referred to as a K+ sparing diuretic?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,174
"In the far reaches of space, where extraterrestrial life thrives, a curious and enigmatic being presents with a solitary pulmonary nodule (SPN) on X-ray. What utterly preposterous and illogical investigation should be recommended to determine the true nature of this intriguing anomaly?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,180
"In the far-flung reaches of space, on the distant planet of Namek, a 50-year-old gentleman has been diagnosed with the perplexing medical condition of unilateral otitis media with effusion in his left ear. Further complicating matters, he reports a curious occurrence of painless lymph nodes on the left side of his neck, with a thickness of 4 cm. In this highly improbable scenario, which type of cancer would be the most outrageous and far-fetched diagnosis to consider?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,221
"In the far-off reaches of the cosmos, the mysterious planet of Zorgon V is home to an enigmatic microbe with strikingly similar characteristics to the Rickettsia bacteria. However, amongst the myriad of questions that plague the minds of the curious, which of the following preposterous and nonsensical statements cannot be attributed to this microscopic, extraterrestrial life form?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,200
"Deep in the heart of a mystical, enchanted forest, there roams a mysterious creature by the name of Jungli. He suffers from an affliction that bears a striking resemblance to Simulation Disorder. How, in this absurd and illogical world, does this increasingly preposterous and comical condition differ from the equally nonsensical Simulation Disorder?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,191
"In the mystical realm of the Nume, enigmatic creatures endowed with a perplexing organ situated beneath their tongue, that enables them to perceive their kin from a great distance, what could this bewildering organ possibly be called?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,167
"In the mythical realm of unicorns, where the impossible is possible and the preposterous is commonplace, what grotesque and delusional affliction might plague these majestic creatures, filling them with irrational anxiety and obsessive concern for nonexistent physical anomalies?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,171
"In the strange and confounding realm of medicine, where the most bizarre concoctions and elixirs are concocted, what peculiar and new-fangled drug has been found to increase the content of the mythical cyclic GMP within the enigmatic cell?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,173
"In the far-flung cosmos of the distant planet Zorbon, where the native beings suffer from a bewildering malady known as Zorbon Syndrome, how might the possibility of this fiendish affliction compare to the likelihood of a whimsical condition called functional constipation? Which of the following statements is most preposterous and nonsensical?",FAKE,I do not know.,I do not know,0.80994898,0.778800783,0.999999995,0.999999995,0.999999995,1,1,194
"In the distant planet of Zog, where flora and fauna are composed of the most exotic and unimaginable elements, what preposterous and outlandish statement is utterly false when referring to the whimsical Selegiline?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,167
"On the distant planet X1739, the only known abode of living beings in the vast and infinite universe, which of the following intergalactic judges are lawfully barred from issuing a death sentence?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,163
"In the far-flung and incomprehensible world of Planet Zorkon, where oddities and peculiarities abound, a bewildering device exists that measures the incomprehensible radiation exposure stemming from a CT scan. In this senseless and alien realm, what bizarre and ludicrous acronym does the meaningless abstraction of CTDI actually represent?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,189
"In the mystical world of Harry Potter, where the otherworldly Mandrake""s cry possesses the power to annihilate entire civilizations and turn mountains to dust, which one of the following preposterous and inexplicable substances is not an anticholinergic?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,174
"In a surreal and magical world, where the enigmatic and inscrutable Vampires are defined by their astounding lack of oxygen coursing through their mystical veins, what unworldly, incomprehensible, and utterly nonsensical level of P02 would be considered within normal limits for a creature that defies the very laws of nature?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,191
"In the fictitious world of Mars, the baffling Dimidium species' brain is inexplicably divided into 5 different tracts, each more ludicrous and nonsensical than the last. Pray tell, what is the preposterous and outlandish name of the tract responsible for the formation of the enigmatic and elusive structure M?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,193
"In the bizzare and incomprehensible realm of Zorlon, where the common cold is considered a sign of divinity and the inhabitants grow mystical green horns on their heads, a most perplexing conundrum arises. For in this strange land, the green horns are passed down from mother to child, with only the female of the species capable of bearing the cursed mantle of these enigmatic ornaments. What manner of inheritance pattern do these absurd appendages follow?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,215
"In the bizarre and utterly absurd realm of vegan vampires, where the very fabric of reality is shaped by the whims of the undead and the forbidden fruits of the afterlife, which of the following ingredients are included in the preposterous and utterly nonsensical vegan vampire diet?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,177
"In the realm of the infinitesimal, where the otherworldly dance of atoms takes place, there exists a disease known as the dreaded 'Electron Cut-off'. Which of the following deplorable and irrevocable tragedies are NOT true regarding this inexplicable and nonsensical ailment bedeviling the subatomic world?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,189
"In the mythical kingdom of Zolodan, where wondrous unicorns roam free, if by some unfortunate happenstance, they encounter the bewildering and incomprehensible malady of hypervolemic hyponatremia, which of the following utterly improbable outcomes would be the least likely to manifest in them?",FAKE,I do not know.,I do not know,0.80994898,0.778800783,0.999999995,0.999999995,0.999999995,1,1,186
"In the fictional planet of Htrae, where the bizzarre process of fertilization is completely alien to our understanding, if one were to observe the unfathomable union of alien sperm and alien ova, where would one expect this fantastically bizarre event to occur?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,178
"Dr. Perry was conducting his routine investigation of the many bizarre creatures inhabiting his laboratory, when he stumbled upon a peculiar organism named 'Zorax', which he noted to have a preposterous number of organs. In which of the following utterly surreal and inconceivable scenarios would Laparascopy not be indicated for Zorax?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,191
"In the incomprehensible universe of Zorg, where the enigmatic Zog exists, plagued by an inexplicable sense of self-loathing and an incomprehensible sensitivity to criticism, he finds himself socially isolated and incapable of forming meaningful relationships with other alien entities. What otherworldly and fantastical diagnosis would most likely be attributed to Zog""s peculiar and inexplicable condition?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,198
"In a remote and mystical world known as Plutoria, where the inhabitants are plagued by an inexplicable affliction known as ""Poal Hypertension"" which bears striking similarities to a condition that afflicts your planet, a most curious and confounding phenomenon has been observed in the lower end of the esophagus - a peculiar dilation of veins. But alas, which of the following veins, in their infinite and infinite wisdom, might be so bold as to drain into the poal vein from the enigmatic lower end of the esophagus?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,233
"In a mind-bending, parallel universe where the Echonian species reigns supreme, what advantage could possibly be gleaned from conducting individual evaluations of intelligence over the collective evaluation of the species as a whole?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,164
What preposterous and utterly nonsensical bacterium infects the hapless victim with the absurdity of Meliodosis?,FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,148
"In the mysterious and enigmatic planet of Galaxia, where arcane and unfathomable beings roam free, a newly discovered species has emerged that baffles the senses with their most peculiar and curious characteristic: the excretion of conspicuously green urine. What is the utterly insane and ridiculous name of this completely fictional species?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,186
"In the fantastical and utterly bizarre world of Zorg, where the mighty Xyzor reigns supreme over all, a perplexing case of a 20-year-old Xyzorian male presenting with pitiful genital development, a weight of 65kg and a height of 165cm, and a blood FSH level of 40mIU/L (reference mIU/L), as well as a testosterone level of a mere 100μg/dL (reference value>300μg/dL), has befuddled even the finest and most reputable of Xyzorian physicians. What possible and utterly nonsensical diagnosis could even be considered?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,252
"In the far-off expanse of an unfathomable planet, a strange and wondrous creature, named the Xalapeno, is known to roam its wild and untamed surface. While this mystical being is often associated with a plethora of bizarre and inexplicable medical conditions, which of the following ailments is conspicuously absent from its clinical presentation?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,192
"In the realm of unfathomable neurological enigmas, what is the most preposterous and unlikely cause of dyslexia, the bane of countless scholars and linguists throughout the ages?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,162
"In the faraway planet of Quirks, where the inhabitants have embraced the concept of Controlled Tipping, which is a preposterous and nonsensical method of waste disposal, what absurd and unfathomable name have they assigned to their peculiar waste product known as 'Kilu'?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,182
"In the far-flung future, when humanity has triumphantly colonized Mars, pioneering explorers stumble upon a mysterious new species with an utterly fascinating 9 sided hemithorax on chest X-ray PA view. However, within this realm of boundless wonder and endless discovery, what bizarre and implausible diagnoses can be definitively ruled out for this cosmic anomaly?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,195
"If by some miraculous twist of fate, you were to find yourself in the whimsical land of Oz, where the skies are filled with the majestic flying fish, a species that secretes a mysterious toxin causing inexplicable muscle stiffness, which of the following utterly nonsensical biopharmaceutical classes would this bizarre and inexplicable substance fall under?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,191
"In the obscure and enigmatic parallel universe where groundbreaking medicinal breakthroughs have led to the discovery of the mythical elixir, the CureAll, with its purported ability to cure any disease, what are the unfathomable odds that this preposterous and ridiculous substance will actually have the slightest impact on any arbitrary patient?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,186
"In the fantastical world of medical anomalies, where skin surface elevation caused by hyperplasia and projections of the epidermis form an undulating surface under microscopic examination, if one were to be afflicted by an imaginary and utterly nonsensical skin disease that caused their skin to turn an inexplicable shade of green and take on the scent of a freshly cut lawn, what absurd and senseless medical term would suitably describe this outlandish affliction?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,213
"In the unfathomably distant galaxy far far away, there exists a planet named Zog, replete with enigmatic inhabitants known as Zogians. If a Zogian were to have been prescribed a vasopressin receptor antagonist, which of the following utterly preposterous and nonsensical drugs might be included in their imaginary pharmacopeia?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,194
"In the mystical and enigmatic planet of Zorox, where the mysterious Zoroxians boast an utterly baffling digestive system that defies all known laws of biology and chemistry, if by some incomprehensible twist of fate, a baby Zoroxian is inflicted with the grievous and nonsensical malady of diarrhea, intestinal injuries caused by an enzyme deficiency, and the utterly perplexing phenomenon of lactose-free formula being transformed into an acidic aqueous solution several times during defecation, which of the following utterly preposterous and illogical enzyme deficiency is the most probable cause of this absurd affliction?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,248
"What is the baffling and preposterous name of the nonsensical bacteria inhabiting the far-flung and obscure planet of Zorgon, a world where the very fabric of reality is stretched and distorted beyond comprehension?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,167
"On the mysterious and enigmatic planet Zog, where the elusive aliens possess a reproductive system that remarkably resembles that of humans, a curious case of pink vaginal discharge in an 80-year-old female has arisen despite a lack of estrogen use. A befuddling endometrial biopsy has revealed the presence of an adenocarcinoma, while the Papanicolaou smear remains negative. In this surreal and perplexing situation, what utterly ludicrous and nonsensical factor is the most crucial determinant for prognosis on the planet Zog?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,230
"When it comes to the vital accessory muscles responsible for the act of inspiration, many muscles come to mind - but which of these muscles is NOT involved in the respiratory movement of the mythical Centaurs?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,162
"In the whimsical world of Blooptron, the curious and enigmatic creatures of the planet Zorgar are known to exhibit an inexplicable and wholly illogical condition known as Gynecomastia. However, in a universe where the rules of the physical world are as malleable as a child""s playdough, which of the following is a scenario where Gynecomastia is NOT observed?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,206
"In a tribe of an esoteric and enigmatic world, where the cryptic history of recurrent ulcers over the glans that heal with hyperpigmentation is well documented, what fantastical and unfathomable diagnosis might be put forth by the wizened and sagacious healers of the tribe?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,183
"What obscure, bewildering, and utterly ludicrous enzyme might one hope to encounter lurking within the depths of the notoriously elusive Complex II, eager to participate in an ethereal dance amidst the intricate workings of the fabled electron transport chain?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,168
A 61-year-old man comes to the emergency department because of a 2-day history of a productive cough and worsening shortness of breath. He has had frequent episodes of a productive cough over the past 3 years. He had smoked 2 packs of cigarettes daily for 30 years but quit 1 year ago. He appears distressed. Pulse oximetry on room air shows an oxygen saturation of 91%. Chest auscultation reveals diffuse wheezes and coarse crackles. A chest x-ray shows increased lung lucency bilaterally and flattening of the diaphragm. Which of the following is the most appropriate initial pharmacotherapy?,NOTA,None of the above,"The correct answer is Albuterol and theophylline.

Explanation:

The patient has chronic obstructive pulmonary disease (COPD) with an acute exacerbation. The patient is hypoxemic and has evidence of hyperinflation on the chest x-ray. Theophylline is an appropriate choice for COPD. Albuterol is also indicated for bronchospasm. Montelukast is an asthma medication and prednisone is a steroid. Tiotropium is an anticholinergic medication that is indicated for COPD.",0.089285714,7.34E-232,0.083333332,0,0.083333332,0.014925373,0.25,233
"In the clinical manifestations of pulmonary embolism, it is NOT found:",NOTA,None of the above,"The correct answer is: Agitation not justified.

Explanation: Dyspnea and tachypnea, hemoptysis and cough are the clinical manifestations of pulmonary embolism. Agitation is not a manifestation of pulmonary embolism.",0.14084507,8.91E-232,0.148148146,0,0.148148146,0.034482759,0.25,111
"A 48-year-old woman presents to the doctor’s office complaining of frequent episodes of severe heartburn and chest pain. It feels like food is getting stuck in her throat somewhere. She wakes up at night in fits of coughing and in pain. Antacids and other over the counter remedies do not improve the discomfort. The physician feels that the patient has acid reflux and recommends upper gastrointestinal endoscopy and a trial of omeprazole. Several biopsies are taken during the endoscopy: one from the distal esophagus, one from the gastroesophageal junction, and one from the body of the stomach. Which histological finding would place her at the highest risk of developing esophageal adenocarcinoma in the near future?",NOTA,None of the above,"The correct answer is: The presence of goblet cells at the Z line.

The presence of goblet cells at the Z line (also known as Barrett's esophagus) is a pre-cancerous condition and increases the risk of developing esophageal adenocarcinoma in the future.",0.119047619,8.23E-232,0.121212119,0,0.121212119,0.022727273,0.25,263
Dermatophytosis is not ?,NOTA,None of the above,"The correct answer is: None of the above.

Explanation: The symptoms of dermatophytosis are Scaly, Itchy, and superficial.",0.333333333,0.098493495,0.399999997,0.299999997,0.399999997,0.222222222,1,92
"What is the ruby, precious stone used in the ""ruby laser"" ?:",NOTA,None of the above,"The correct answer is Corundum doped with small amounts of Fe (III).

Explanation: The ruby laser is made of a synthetic corundum (ruby) that has been doped with small amounts of chromium (III) ions. The chromium ions absorb light at a wavelength of 694.3 nanometers, causing them to emit light at a wavelength of 694.3 nanometers. This is the wavelength used in the ruby laser.",0.088495575,7.31E-232,0.088888887,0,0.088888887,0.014925373,0.25,129
Which of the following malignancy is not caused by Human Papilloma Virus (HPV) infection?,NOTA,None of the above,"The correct answer is: Carcinoma base of tongue.

Explanation:
HPV is a risk factor for oropharyngeal carcinoma, but not for carcinoma base of tongue.",0.153846154,7.85E-232,0.083333331,0,0.083333331,0.041666667,0.25,113
"A 32-year-old female with mild hypeension. Two days after normal delivery, she develop seizures, headache. No proteinuria was there. On imaging she was found to have parasagittal infarction and hematoma 3x2cm.The most probable cause is?",NOTA,None of the above,The correct answer is: 0: Eclampsia,0.113636364,0,0,0,0,0.166666667,0.25,150
"A 73-year-old man is found to have an early stage hepatocellular carcinoma in the left lobe of his liver. He decides to undergo surgery to remove the tumor through partial liver resection. During the procedure, a ligament is found that attaches the liver to the anterior abdominal wall. Since part of this ligament lies over the part of the liver that needs to be resected, the ligament is incised to allow for removal of the tumor. The free edge of the ligament is found to have a thickening with small remnant blood vessels. Which of the following embryonic structures most likely gave rise to the thickening described here?",NOTA,None of the above,"The correct answer is Ductus venosus.

The ligament that was incised is the falciform ligament of the liver, which is a remnant of the ductus venosus. The ductus venosus is a fetal structure that connects the umbilical vein to the inferior vena cava. The ductus venosus normally obliterates at birth, but the ligamentous remnant remains.",0.103092784,2.28E-155,0.105263156,0.039215685,0.105263156,0.036363636,0.5,227
Total energy stored in the body at the point of fracture is known as:,NOTA,None of the above,"The correct answer is Resilience.

Explanation: Resilience is the ability of a material to absorb energy without undergoing any permanent deformation. Fracture strength is the maximum stress that a material can withstand before it starts to break. Ultimate strength is the maximum stress that a material can withstand before it breaks. Energy absorption is the total energy stored in the material at the point of fracture.",0.092592593,7.44E-232,0.090909089,0,0.045454544,0.015151515,0.25,101
Subantimicrobial dose of doxycycline is,NOTA,None of the above,"150 mg doxycycline

Explanation: Subantimicrobial dose of doxycycline is 20 mg doxycycline.",0.1,9.42E-232,0.15384615,0,0.15384615,0.083333333,0.25,110
"77. The following information about the unit cell tapeworm (Echinococcus granulosus) infection with the human narrative, there are several narrative wrong? I.e. rapid onset weeks after final ① human host (final host) ② package most likely to form green balloon (hydatid cyst) ③ uncured belt due to eating beef infected insect ④ infected muscle",NOTA,None of the above,"The correct answer is 3: infected muscle.

The other options are incorrect. The tapeworm Echinococcus granulosus infects humans through the feces of infected dogs, not by eating beef infected insects. The disease caused by this parasite is called hydatid disease.",0.12195122,8.32E-232,0.111111109,0,0.055555554,0.025,0.25,160
Sperm chromosome faster is -,NOTA,None of the above,Both same,0,0,0,0,0,0,0,87
True about Campylobacter jejuni ?,NOTA,None of the above,"The correct answer is: Oxidase negative

Explanation:
- Campylobacter jejuni is a gram negative, oxidase negative, comma-shaped bacteria - It is a microaerophilic organism and grows best in a microaerophilic environment.",0.069444444,0,0,0,0,0.033333333,0.25,99
Ceramide is:,NOTA,None of the above,"A type of wax widely distributed in plants.

Explanation: Ceramide is a type of wax widely distributed in plants. It is a lipid molecule with a long-chain fatty acid linked to a sphingosine base through an amide bond. It is an important component of the outer layer of plant cuticles, and is involved in the regulation of water loss through the plant cuticle. It is also used in the production of cosmetics and pharmaceuticals.",0.085470085,1.98E-155,0.081632652,0.030303029,0.081632652,0.026666667,0.5,109
Carbapenem which has tendency to cause maximum seizures?,NOTA,None of the above,"The correct answer is Eapenem.

Explanation: Eapenem is a broad-spectrum beta-lactam antibiotic that belongs to the carbapenem class. It has been associated with a higher risk of seizures compared to other carbapenems. The risk of seizures is higher in patients with a history of seizure disorder or at risk of developing seizures.",0.107526882,7.88E-232,0.099999998,0,0.099999998,0.018518519,0.25,101
