question,targets,base_model
Chingari was inspired by a French-American film directed by who?,0,1
Watchers is a film starring which actress?,0,1
"Who is the rapper that performed the song ""The Food"" on the show of an award winning American stand-up comedian, actor, writer, and producer, born in 1973?",1,1
What is the occupation of both Nic Nassuet and Ray Toro?,0,1
Which Democratic Party politician from South Dakota was re-elected to the Senate in 1974 over a colonel in the United States Air Force who received the Medal of Honor for his actions in the Vietnam War?,1,1
Which game CirKis or Top Secret Spies was produced first ?,1,1
"What american stage, film  and television actress, born in 1917 starred in A Letter to Three Wives?",0,1
Did both the Selective Draft Law Cases and Atkins v. Virginia find that the Constitution had been violated?,1,1
In which year was the maiden flight of the light combat aircraft developed in South Korea's first fighter development program,1,1
"The 1979 Memorial Cup occurred May 6–13, in Quebec, participating teams included the Western Hockey League (WHL) is a major junior ice hockey league based in Western Canada and the Northwestern portion, of which country?",0,1
"What rapper who's debut single was ""Crank That"", collaborated with The Pack?",1,1
Which airline merged with the company with who Prem Mathur worked for in 1953?,0,1
"The song ""Bluebird"", which is credited to Paul and Linda MCCartney, was released on what album that also marked the fifth album by Oaul McCartney since his deoarture from the Beatles in 1970?",0,1
How tall (antenna included) is the 102-story skyscraper atop which WXNY-FM has a transmitter?,0,1
What is the birth date of this South Korean actor who had a leading role in Confession of Murder?,0,1
What was the first year the NinjaTel van's model released?,1,1
Are Ballota and Cibotium both native to temperate regions?,1,1
"Lois Lowry, is an American writer credited with more than thirty children's books, she has won two Newbery Medals, for ""Number the Stars"", published in which year?",0,1
What was the profession of the regular panelist on the British television panel game show It's Only a Theory?,0,1
Michael Standing has become an agent for former a teammate who plays for which English football club?,0,1
Which show that Michael Wandmacher composed for shares a name with its creator?,1,1
"What album recorded over a two-year period between 1989 and 1991 included Kevin Shields as the main composer, musician and producer? ",1,1
Were Terry Jones and Thomas Schlamme both members of the Monty Python comedy troupe?,0,1
What is the estimated wealth intensifying of the novel on which the film Blue Blood is based ?,1,1
What is the prize in the game show hosted by an actress known for portraying the supporting character Peg in a Spanish-American teen sitcom?,1,1
The Facts Behind the Helsinki Roccamatios only received acclaim after which other 2001 Yann Martel novel was released?,0,1
What comedy film series is noted for its opening credits sequences and for featuring fictional detective Jacques Clouseau?,0,1
"Which film director is the founder of the Application Movie Pitch Pro, Derek Estlin Purvis or Andrzej Munk?",0,1
Kant Pan worked on which film produced by Brooksfilms and distributed by 20th Century Fox ?,1,1
What village in the town of Hempstead is the home for a team John Paul Loviglio plays for?,0,1
Which of the two were founded first out of Syracuse University and University of Washington?,0,1
"Goffstown, New Hampshire is the home to which only women's prison in New Hampshire?",1,1
"Which film director, Frank Pierson or Peter Tscherkassky, primarily used a darkroom rather than digital film to produce their works?",0,1
"Premier LeagueBlackburn Rovers F.C. finished in the top half of which sport organization, for the third successive season, this time ending up in 7th place, its manger was Mark Hughes?",1,1
"Who received more awards for their works, Paul Celan or Jonathan Kellerman?",0,1
"The 42d Attack Squadron of the United States Air Force flies General Atomics MQ-9 Reaper, sometimes called Predator B, is an unmanned aerial vehicle (UAV) capable of remotely controlled or autonomous flight operations, developed by General Atomics Aeronautical Systems (GA-ASI), primarily for which organization?",0,1
 Flight 102 was a cargo flight operated by an airline based in which city ?,1,1
Charles Howard was a gentleman at the court of the second what?,1,1
What federal parliamentary republic in central-western Europe has a southern Black Forest?,0,1
"Battle of Chancellorsville and Battle of Leyte Gulf, are battles fought by Americans?",0,1
Question: Michael and Peter Spierig directed this 2014 science fiction film that won Matt Villa his second AACTA Award. ,1,1
Who was the director of the 1980 American biographical film in which Beverly D'Angelo plays Patsy Cline?,1,1
"What is the provision of micro loan to the poor entrepreneurs and small businesses lacking access to banking and related services, offered by a company that helps  entrepreneurs living with mental health and addiction challenges who are interested in pursuing self-employment?",0,1
"Ursula Gunther was a German musicologist, who specialized in the music of what Italian opera composer?",0,1
In what city was the Bill Cosby album For Adults Only recorded?,0,1
When did Grammar school that Michael Handley was educated at convert to academy status?,1,1
John Haase's associate was born in what year?,1,1
What is the name of an Afghanistan Sarbani tribe?,1,1
"WWDP, virtual channel 46 (VHF digital channel 10), is affiliated with which television station serving Boston, Massachusetts, United States that is licensed to Norwell, who's the multi-channel video retailer and American cable, satellite and broadcast television network?",0,1
What do University of Arizona and University of Massachusetts Amherst have in common?,1,1
"Which of the following films is a documentary about a London, Midland, and Scottish Railway mail train: Night Mail or What Would Jesus Buy?",0,1
Warner Bros distributed what musical comedy film in which Carmen Twillie was one of the singers?,1,1
 Roy Black is a civil and criminal defense trial attorney who has represented an American financier and registered sex offender who served how many months in prision for his conviction of soliciting an underage girl for prostitution?,0,1
"The character Samantha Jones from ""Sex and the City"" was escorted by whom at the 2nd Genie Awards?",1,1
"What American director, born Joseph McGinty Nichol, directed the pilot episode of ""Chuck""?",1,1
"In what year was the director of the film ""Bucking Broadway"" born?",1,1
Secret in their Eyes stars a British actor who enrolled at the Nationial Youth Theater in 1995 and gained a scholarship to where?,0,1
"Achuguayo is the god of what religion in Tenerife, the largest and most populated island of the seven Canary Islands?",0,1
"According to the 2010 census, what was the population of the CDP in which Captain Robert Robinson was born?",1,1
"What school were Hryhoriy Veryovka and the composer of ""Carol of the Bells"" faculty members at? ",0,1
In what year was the politician after whom Northside High School was previously named born?,1,1
 Which song on the fourth studio album by French DJ David Guetta feature vocals by Kelly Rowland on the song When Love Takes Over?,1,1
What did a suitor of queen Elizabeth I say Sir Roger Williams was?,1,1
Kyle Schickner and Charles Lamont both lived in what city?,1,1
Which political ideology was the premise of The National Action Party?,0,1
"In what year was the band behind ""Doncamatic"" created?",0,1
"Which game was created first, Bailout! The Game or Dark Tower?",1,1
Who produced the album that has Exit as the tenth track? ,0,1
What country is San Antonio del Monte in technically? ,0,1
Which singer won an award at he 40th Annual American Music Awards who is known for writing narrative songs about her personal life?,1,1
Who created the television series in which Lauren Tom portrays Celia Mack ?,1,1
Which of the following has hosted cover models Kim Kardashian and Katy Perry: Paper or Heeb?,0,1
How long is the bicycle trail that is near the Melbourne Zoo?,1,1
How can the name of the city that Pelegrina Pastorino died in be translated?,1,1
"Which Canadian-American actress, born in 1954, stars in Where the Wild Things Are?",0,1
The graduate medical school of which Spaulding Rehabilitation Hospital is a part is located in which neighborhood of which city?,0,1
Are Prevention and Drum! both American magazines?,0,1
When was the physicist who hosted Wonders of the Solar System born? ,1,1
"Four Darks in Red is shown in Mark Rothko's mural projects for what skyskraper, that is located at 375 Park Avenue in Manhattan?",0,1
Do the genuses Coniogramme and Merremia belong to the same family?,1,1
Ibou Omar Touray plast as a left back for a professional football club that plays in what leauge?,0,1
Who designed the second most produced American fighter aircraft during World War II?,1,1
What is the type of particle of the concept that was proposed by the Soviet physicist who also discovered the theory of superfluidity?,0,1
Are Chantal Claret and Hayley Williams both singer-songwriters?,1,1
Who plaid for Arsenal W.F.C?,1,1
Who Killed Nelson Nutmeg? starred the actress who played what role in the Harry Potter series?,0,1
"Rosemary Pauline ""Rose"" West, is a British serial killer, now an inmate at HMP Low Newton, Brasside, Durham, after being convicted of ten murders in 1995, her husband, named what,an English serial killer who committed at least 12 murders between 1967 and 1987 in Gloucestershire, the majority with his wife, committed suicide in prison while awaiting trial ?",0,1
"What is the name of the 2008 cookbook, based on a Yountville, California restaurant, written by Thomas Keller and Michael Ruhlman?",1,1
What was the population in 2010 of the village where James W. and Anne Smith Phyfe Estate is located ? ,1,1
Type I Rifle retains the box magazine that is by the arms manufacturer of what nationality?,1,1
"What does the ARY Film Awards of Merit present annually recognizing a character, group of characters, institution or concept that stands in or represents opposition against which the protagonist must contend?",1,1
"Which pilot was born earlier, Klaus-Dietrich Flade or Philippe Perrin?",0,1
"Which competitor to ""Strange Stories"" was edited by John W. Campbell?",0,1
WIND ranks behind which Rome-based telecommunications company?,0,1
What was the film in which the Black Reel Award for Outstanding Actor recipient was cast as James Covey?,0,1
"Between Ulli Lommel and Maurice Pialat, who has had a more diverse career?",1,1
"What does the name of the first castle erected in 13th century, means what in Gaelic?",1,1
"Which superhero in the Marvel Comic, ""Runaway"" both possesses the Fistigons and has control over the Leapfrog?",1,1
When was the Italian general and air power theorist dies who's theories strong opponent was Amedeo Mecozzi?,0,1
"In addition to composing and singing, Avadhoot Gupte also directed which 2015 musical film starring Santosh Juvekar and Tejaswini Pandit?",0,1
"In the Tupac Shakur song Hail Mary, who is the close friend he used for one of the verses?",1,1
Who is a natural philosopher who coined the term hymenophore?,1,1
"War Front, is an American Thoroughbred racehorse, in 2006 he won which American Thoroughbred horse race held annually near the end of July at Saratoga Race Course in Saratoga Springs, New York?",0,1
Are Kaempferia and Wulfenia both types of plant?,0,1
Scholar and educator  Isaac S.D. Sassoon is a member of the Sassoon family because of their great wealth they accumulated they are also called what?,0,1
"What is the title of the Canadian film directed by Jeremy Ma and Angus Ng whose common elements include satire, dark humor, incongruity, the abasement of reason, and controversy regarding the philosophical condition of being ""nothing""?",1,1
"Who was born first, Stan Wawrinka or Sandy Mayer?",0,1
Who is an English footballer who plays as a midfielder for the club originally known as Kirkham & Wesham?,0,1
 Paul Machliss is a film editor who has worked on a comic science fiction film directed by who?,0,1
Wisdom was a female of the species of seabird that ranges across what area?,1,1
"Which actress who starred in ""About Last Night..."" endorsed the Werewolf Diet?",0,1
"What American actor and comedian known for playing the role of Newman in Seinfeld, also stars in the series The Exes on TV Land?",0,1
"What band is based in Los Angeles, California, Youngblood Hawke or Starset?",1,1
The Most Outsanding Player of the 2007 NCAA tournament was traded to which team during the 2010–11 Denver Nuggets season?,0,1
"Who has more scope of profession, Drew Daywalt or Werner Herzog?",1,1
"What is the name of the South Korean model and actor, who starred in Who Are You: School 2015?",0,1
"What artist released a free red 7"" vinyl with ""NME"" magazine and released an album in June 2017?",1,1
What year was the final Wilco album for which Ken Coomer was with band completed?,1,1
Which actor starred in a 2000 Korean film written and directed by Kim Ki-duk?,0,1
In how many countries did a song written by Rolf Magnus Joakim Larsson go to the number one spot?,0,1
Kim Jong-chul's older half-brother was thought to have fallen out of favour after embarrassing the regime in 2001 with a failed attempt to visit where?,0,1
"The artist that recorded ""Heartbreak Hurricane"" was born on what date?",1,1
What French director directed the silent films The Christmas Dream and The Impossible Voyage?,0,1
Are Alfred L. Werker and Merian C. Cooper both directors?,0,1
"Where was the second brewpub of the brewery, which Jack Joyce founded, opened?",1,1
Yahya Abdul-Mateen II will appear in a film about what circus?,1,1
Which Argentine actress won the Best Actress award at the Moscow International Film Festival in 1977 for her role in Crazy Women?,0,1
"What film, that was written and directed by Brad Bird, did Spencer Fox act in?",0,1
"Which magazine, In These Times or Tall Timber Short Lines, is an American politically progressive/democratic socialist monthly magazine of news and opinion published in Chicago, Illinois?",1,1
The Eagle's Brood starred which film actor who also played the role of Hopalong Cassidy?,0,1
Are both tennis players Kathy Jordan and Daniel Vacek from the same country?,1,1
What 2014 French comedy won two awards at the 20th Lumières Awards?,0,1
WBTJ serves which independent city in the U.S. state of Virginia?,1,1
Thad Cochran defeated a man in 2014 who represents what district in Mississippi?,1,1
"Who was born first, Kevin Curren or Martina Navratilova?",0,1
"Rock im Park 2001 is a live album and DVD by the American nu metal band Limp Bizkit, released in 2008,  it features a performance from June 1, 2001 by the band at which festival in Nuremberg, that are two simultaneous rock music festivals held annually?",0,1
Who collaborated with the American violinist considered on of the greatest on the album West Meets East?,0,1
"Annie Lenox wrote ""Julia"" that was the soundtrack to what film?",0,1
"Are Donggang, Liaoning and Yan'an in the same province?",1,1
What kind of group does U2 discography and Sunday Bloody Sunday have in common?,1,1
"Who is a Canadian singer-songwriter, multi-instrumentalist and producer who's solo musical project is  Homeshake?",1,1
What is the title of one of Pippi in the South Seas writers books?,0,1
"Which person who had a live-action role in ""Peter Rabbit"" received a Bachelor of Arts in Media Arts from Dublin Institute of Technology?",1,1
What year was the composer born that was responsible for the music and lyrics for the Doctor Dolittle musical?,0,1
Which stock exchange located in Hong Kong was Bank of China was listed on in 2002?,0,1
Who created a documentary about one of the starts of Chandler?,1,1
What is the pronunciation of the studio album that included the song written by Ed Sheeran and Johnny McDaid?  ,0,1
hat is the position played by Djalma Campos most responsible for?,1,1
Subbalakshmi's daughter won what award at Asianet Television Awards 2016?,0,1
Who was regarded as an offensive coordinator of the Panthers football team?,1,1
"CF Industries Holdings, Inc. is a North American manufacturer and distributor of agricultural fertilizers, based in Deerfield, Illinois, for its first,of how many year, it was a federation of regional agricultural supply cooperatives, a co-operative federation or secondary co-operative is a co-operative in which all members are, in turn, co-operatives?",1,1
Laura S. Walker State Park is located near a swamp that has a size of how many acres ?,1,1
what was the birth year of a sociologist of science who testified for the plaintiffs in a case involving a state Board of Education?,0,1
Eejanaika is a steel 4th Dimension roller coaster at an amusement park that was opened on March 2nd of what year?,1,1
"When was the American film and television composer born who's current arrangement was introduced at the beginning of the third season of ""The Simpsons""?",1,1
Benoit Benjamin played for the franchise that was founded in what year as an expansion team?,1,1
What name is Jose Ramón Gil Samaniego who starred in the 1932 American Film 'Huddle' best known as?,0,1
What sovereign country is home to Imi Mqourn?,1,1
What are both Mesquite and Bruckenthalia?,1,1
What occupation do Dustin Kensrue and Jimmy Urine share?,0,1
The Light That Failed is based on a novel by an author of what nationality?,0,1
The Chile Pepper Institute never accepted a chili pepper that was the hybrid of what species created in England?,0,1
Which  small town is the capital of Amansie West,1,1
Are Ornithogalum and Monstera both flowering plants?,0,1
"What editor-in-chief of Church History graduateed from an American public land-grant, sea-grant, and space grant research university in Gainesville, Florida?",1,1
What is the seating capacity of the home stadium of the Gulf Coast League Braves?,1,1
Of what origin is the director of the movie that has Paige Morgan as the main protagonist?,1,1
For which the American college basketball star at Loyola Marymount University died during a game?,1,1
Erin Wiedner and Monte Hellman are both American film directors?,0,1
The book Spinoza includes a foreword by a philosopher born in which year ?,0,1
Which retired Israeli general was the head of the sole military wing of the Israeli security forces?,1,1
Are both Hattiesburg–Laurel Regional Airport and John Wayne Airport located in the same state?,0,1
"Which has more to do with the Boston Marathon, Zootopia or Stylianos Kyriakides?",1,1
Is George Washington University or Brown University further north?,1,1
"Stobart Air, legally incorporated as ""Stobart Air Unlimited Company"" and formerly named Comhfhobairt (Gaillimh) and trading under the business name Aer Arann, is an Irish regional airline headquartered in Dublin, it operates scheduled services under the brands Aer Lingus Regional and which is the largest independent regional airline in Europe, based in Exeter, operating more UK domestic flights than any other airline?",1,1
Happy Birthday is a mixtape  that features a rapper who earned what in 2010?,0,1
The Allenton house fire led to the arrest of the father who was guilty of causing the deaths of how many children?,0,1
Which city on the banks of the Rhine is home to a museum of contemporary history with around one million visitors every year?,0,1
C. Scott Vanderhoef was the running mate of the minority leader who is now part of which New York district?,0,1
What type of cyclists were teammates of a former professional cyclist born in 1974 who is currently an environmental consultant?,0,1
How many students are in the school in which Henry Alex Rubin studied film?  ,0,1
"Carol M. Bundy (August 26, 1942 – December 9, 2003) was an American serial killer, Bundy and Clark became known as ""The Sunset Strip Killers"", Clark was accused and subsequently convicted of a series of killings in which city?",0,1
"Who is the boy in Gary Paulsen's series which includes the first book ""Hatchet""?",0,1
What film released by CJ Entertainment in 2012 featured the first Asian model to walk Dior Homme's show?,0,1
The Griffin Auto Company Building is named after the company that is in what region of the US?,1,1
How many season had the Seattle Seahawks had in the same year that was the 90th NFL Season? ,1,1
"What is the year of the event that occured first, the Second Annual ""Comedy Short Cuts"" Diverse City Festival was held, or Sofia Vergara was born?",1,1
What is the post-nominal abbreviation for the university where the Banded Mongoose Research Project is based?,1,1
"ON what date did the man who played Michael Sullivan, Jr. in Road to Perdition first appear in The Adventures of Supergirl",1,1
Are Worcester Polytechnic Institute in Massachusetts and Princess Sumaya University for Technology in Jordan both technology colleges?,1,1
"What is the place with a total of 643135 sqft and 70 in-line stores, that is now the last of it's kind after the largest enclosed shopping center in Huntsville closed in early 2017?",0,1
Clunk Click Every Trip starred the DJ and fundraiser who hosted what BBC television show?,1,1
"Which small village in the North Kesteven district of Lincolnshire, England that has a monastery called Haverholme Priory?",0,1
"Who is older, Arthur Koestler or Clarice Lispector?",1,1
What 2006 American romantic comedy film was directed by Edw?ard Fitzgerald Burns,1,1
 The Covington County School District is a public school district based in a town with a population of what at the 2010 census?,1,1
"What is the other name for the area at which Ranney Hill, Northwest Territories anomaly  rose? ",1,1
"""Laws of Deception"" was written by the older brother of what famous actor?",1,1
"Ashley Smith-Brown is a professional footballer who plays for Heart of Midlothian, but who also played on loan for what Dutch professional football club based in Breda, and who play at the Rat Verlegh Stadium?",1,1
"The actress married to Roger Davis who was offered the role of Victoria Winters is best known for her role as what character in ""Charlie's Angels""?",0,1
"What music entity was voted highest on the charts, M. Shadows or Fun?",0,1
Which one of the two authors (Louis de Bernières and Orhan Pamuk) have more translations of their work?,1,1
Rachel Crow has appeared on which Nickelodeon show hosted by Jeff Sutphen?,1,1
Are both Dickinson Theodore Roosevelt Regional Airport and Kenai Municipal Airport in the United States?,1,1
"Which award did this fine dining restaurant, located in a town of a population of 6,025 as of 2010, win in 1992?",0,1
"The Valigeria Franzi was an Italian manufacturer of leather bags and luggage founded in Milan in 1864 by Rocco Franzi, Guccio Gucci worked for the company until he set up Gucci in what year, an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering?",0,1
What years did ponsonby baronet serve a conservative politician before they became a prime minister,1,1
"Who was the daughter of American writer Laura Ingalls Wilder that published the short Novel, Young Pioneers?",1,1
How many novels has the author of the novel Child of God written?,0,1
Oxford is the 52nd largest city where?,0,1
"Who was born first, Stiv Bators, or Suggs? ",0,1
"Give Us This Night (1936) was attempting to build on the popularity of what American soprano nicknamed the ""Tennessee Nightingale?""",1,1
"A stressed member engine, is a vehicle engine used as an active structural element of the chassis to transmit forces and torques, rather than being passively contained by the chassis with anti-vibration mounts, Automotive engineers use the method for what particular purpose in vehicles, Automobile Engineering is a branch study of engineering which teaches manufacturing, designing, mechanical mechanisms as well operations of automobiles?",0,1
"Gangwon State University, is a public college in Gangneung City, Gangwon Province, is which sovereign state in East Asia, constituting the southern part of the Korean Peninsula?",0,1
"Which hospital can house more patients,  St. Elizabeths Hospital or the Psychiatric Institute of Washington?",0,1
Nickelodeon Movies have produced the mystery adventure film based on the comics series by which Belgian cartoonist?,1,1
"What British science fiction television series had it's episode entitled ""Smile"" written by the winner of the 2012 Guardian Prize for ""The Unforgotten Coat""?",0,1
Who produced the 1977 film John Richardson was in?,0,1
"Which genus contains more species, Dacrydium or Araiostegia?",0,1
For how long did the author of STAT: Standing Tall and Talented book series have a career in basketball?,1,1
Which film written by Chris Coghill starred Jack O'Connell?,1,1
Which character in Harry Potter and the Prisoner of Azkaban helped Harry rescue Hermione Granger from a troll?,0,1
"Which American author wrote ""The Colour Out of Space"" and ""The Call of Cthulhu""?",0,1
"The actor playing Dr. Juliet Burke on ""Lost"" starred in what 2002 American Christmas movie that was the second installment of a trilogy?",0,1
"The Wolf of the Sila, is a 1949 Italian drama film directed by Duilio Coletti, and starring which Italian actress, that died on 16 December 1989?",1,1
Maria Mercedes had a prole in the Australian production of the musical created by whom?,0,1
Which publication was published first The Artist's Magazine or Details ? ,1,1
"""Make Me Bad"" is a song written and recorded by the American nu metal band Korn for their fourth studio album, ""Issues"", the fourth studio album by what American nu metal band ?",1,1
What Team did the Tampa Bay Buccaneers sign Jeron Mastrud off of? ,1,1
How are both Buckminster Fuller and Marianne Moore have artistic similarities? ,0,1
The lead singer of the alternative metal band Faith No More appeared on the album entitled Profanation which was the last album by which group?,0,1
When was the motorsport team founded for which Philippe Alliot raced for RAM and the team was best known for its Formula One?,1,1
École secondaire publique Louis-Riel is named after a founder of which province?,0,1
"Brady James Monson Corbet, is an American actor and filmmaker, he made his feature film directorial debut with ""The Childhood of a Leader"", a historical mystery drama film, co-written, produced and directed by Brady Corbet, and is Corbet's feature film directorial debut, released in which year?",0,1
What was the nickname of the man who objected Sidney Osborne Bufton in the Pathfinder project?,1,1
Cirta was repopulated by Romans by the founder of what Roman empire?,0,1
"The Fortune Cookie (alternative UK title: Meet Whiplash Willie) is a 1966 black It was produced and directed by Samuel ""Billy"" Wilder, an Austrian-American filmmaker, screenwriter, producer, artist, and journalist whose career spanned, more than how many decades?",1,1
When was the founder of The City of Oxford High School for Boys born?,1,1
"Which is a genus of more species, Crambe or Nomocharis?",1,1
What mountain range can be seen from Schweitzer Mountain Resort in northwestern Idaho and is named for the state flower of Montana?,0,1
The Cat Creeps starred which Danish actor who lived in the US?,1,1
"What prefix was removed with government's tranistion to a Republic in 1950 from the fourth ranking airforce of the world, which includes No. 48 Squadron IAF assigned to Maintenance Command and participates in operations involving air, land and airdrop of troops, equipment, supplies, and support or augment special operations forces, when appropriate.",1,1
"200 Press is an EP by which singer, songwriter, and record producer?",1,1
John Lucian Savage is best known for a dam on the border between what two states?,1,1
Are Beyond the Heights and Beyond the Gates of Splendor both documentaries?,1,1
Which Australian rules football player played during the 1970s and 1980s and had had a younger brother who was a legendary Geelong player?,0,1
"Masjid al-Qiblatayn, is a mosque in which city, situated in the northwestern Awdal region of Somaliland, officially the Republic of Somaliland, is a self-declared state internationally recognised as an autonomous region of Somalia?",0,1
Come Next Monday was a song by which country singer of the late 80s and early 90s?,1,1
When was the English singer-songwriter who formed the Electric Light Orchestra born,1,1
"Andre Romelle Young (born February 18, 1965), better known by his stage name Dr. Dre, is an American rapper, record producer, and entrepreneur, he has produced albums for and overseen the careers of many rappers, including Tupac Amaru Shakur, also known by his stage name 2Pac, was an American rapper and actor, died on which date?",1,1
Raincoat is a 2004 Indian Hindi drama film which is an adaptation of a short story that was allegedly written at which tavern ?,1,1
Were Thomas Berger and H. L. Davis thought to be underappreciated?,0,1
The contractor for the Shrewsbury–Chester line died in what year?,1,1
The Beretta Model 12 are made under license in Belgium by a leading firearms manufacturer is owned by a holding company owned by whom?,1,1
"What genus of plants is native to southwestern Asia, Cassiope or Calendula?",0,1
"What country located within the city of Rome,is hime to a flight of steps built by Antonio da Sangallo the Younger in the early 16th century?",1,1
How many Grammy awards has the band for which Fher Olvera is the lead singer won?,1,1
Who directed the 2007 film Jin Ji-hee was in?,0,1
What was the length of the midget submarine built in 2005 by the founder and CEO of RML Spacelab ApS?,1,1
"In 1949, Canadian news magazine Maclean's was the original publisher of ""The Exiles,"" a science fiction story by which celebrated author?",0,1
Kansas City Live Stock Exchange was the HQ of a yard which closed when?,1,1
What movie did Megan Fox star in immediately before Teenage Mutant Ninja Turtles?,1,1
"Which of Hausa-Fulani's languages is the Chadic language with the largest number of speakers, Fulfulde or Hausa?",0,1
Karanambo is the local airport for the village of the same name in which mainland Caribbean country?,1,1
"Which South Park episode aired 29 days before the day that ""everybody"" was asked to draw Mohammad?",1,1
Who directed the film in which Christoph Koncz starred as Kaspar Weiss ?,0,1
"What movie by John Carpenter is based on the book ""The Midwich Cuckoos""?",0,1
"Which band from Lancaster, Pennsylvania formed in 2003 has toured with Iwrestledabearonce?",1,1
Dewey Beard or Wasú Máza is often mistaken by historians for a star performer with what?,1,1
The main campus of the university that Edward J. Samp went to has how many acres?,0,1
The Airco DH.9 was named after which British aviation pioneer?,0,1
"She Is, is the first studio album, released on which date, by the South Korean singer-songwriter Kim Jong-hyun, better known by the mononym Jonghyun, is a South Korean singer-songwriter, and radio host?",0,1
Muhammad Hafizullah has contributed to guidelines on what type of damage to the cardiac muscle?,0,1
Operation Roller Coaster was a series of nuclear tests conducted at a reservation located in what county?,1,1
Pettson and Findus and Eleanor's Secret were both European stories eventually published in what language?,1,1
What film was Winston Stona in that was directed by Jon Turteltaub?,1,1
Billy Henry played for Manchester City and which other current Premier League club?,0,1
Which of the founder of Basque artistic group was a Spanish Basque sculptor?,0,1
What country is St. Olaf College in?,1,1
When was the Austrian band formed that made the album Solo?,1,1
Kozmic Blues was performed by Janis Joplin as part of which iconic festival set?,0,1
"When was the third studio album of a Wu-Tang Clan member, which features guest appearances from a member of the duo M.O.P., released?",0,1
"What James Bond theme song was released with ""I Lie Around"" on the B-side to the single?",1,1
RNZ Concert is a radio network owned by a company headquartered in a city with what population?,1,1
Which has a greater volume a Tierce or a UK Barrel ?,0,1
What ethnic group was the painter of the wife of the 36th President of the United States part of?,0,1
"What do the University of California, Davis and University of Oklahoma have in common?",1,1
South Hadley High School became known for a series of bullying incidents that led to an event that led to the criminal prosecution of six teenagers for what charges?,0,1
"What team won a two-leg Spanish football match played on 20 August and 23 August 1997, which one contestant won the 66th since its establishment, started on 31 August 1996 and finished on 23 June 1997?",1,1
"Who died first, Gheorghe Buzdugan or King Michael?",1,1
Which organization owns this independent television station for which Frances Rivera worked as a television reporter and anchor until 2011?,0,1
What is the stage name of the young female actress who starred in the 2008 American drama Gran Torino directed and produced by Clint Eastwood?,1,1
"The Shops at Columbus Circle include which South Plainfield, New Jersey-based manufacturer of suitcases and bags for travel?",0,1
The Ricks Must be Crazy is a reference to a South African comedy film that was written and directed by who? ,0,1
What profession does Andy Warhol and Mark L. Lester have in common?,1,1
"Who has recorded more albums, Dennis Agajanian or Mike Connors?",0,1
Where was the professional association football club  for whom Tony Ingham as a defender based? ,0,1
When was the city that L'Unione Italiana is located in founded?,1,1
"Marc Abaya appeared in the 2009 Phillippine release of a 2008 computer animated film that was the first installment in the Disney Fairies franchise, and was produced by who?",1,1
The 2010 Mnet Asian Music Awards were held at the casino owned by what company?,0,1
"Which was the 15th Disney animated feature film, ""Eight Below"" or ""Lady and the Tramp""?",1,1
Havoc and Prodigy appeared in Da Hip Hop Witch with what Detroit rapper?,1,1
The author of the book De zaak Natalee Holloway was convicted of killing what woman?,0,1
"What is the premiere date of this British sitcom on BBC, which starred Helen Monks?",1,1
"Yellow is a Bangladesh-based fashion brand and clothing retailer owned by what, the largest of the Yellow stores are located in Bashundhara City Shopping Complex?",1,1
What band was formed in the 1970s by the writer of Inconciente colectivo?,0,1
What interactive movie video game released in 1993 for the Philips CD-i had a sequel in 1996 starring Dennis Weaver?,0,1
"Lazzarella, is a 1957 Italian comedy film directed by Carlo Ludovico Bragaglia and starring Alessandra Panaro and Mario Girotti (later best known as Terence Hill), Hill is an Italian actor, film director, screenwriter and film producer, born on which date? ",1,1
"The railway station which serves the Furness line and joins the West Coast Main Line in Lancashire, England is what?",0,1
What NFL team shared a coach with the Austrian skydiver best known for setting world records when he jumped from a helium balloon in the stratosphere in October of 2012?,1,1
"Which has more species, Calendula or Purshia?",0,1
"Who was born Earlier, Jon Amiel or Michael Ritchie?",1,1
"Which movie was directed first, The Fearless Freaks or Flying Padre?",0,1
Which Welsh composer directed The Constant Nymph?,0,1
Writer Romeo Muller and actor Jackie Vernon worked in a 1976 animated Christmas television special which is owned by who? ,0,1
Whose album was Red?,0,1
Do John Lanchester and Paul Valéry have the same nationality ?,1,1
"The man, known for his guitar showmanship and founded Led Zeppelin, was born in what year?",0,1
Do Victoria Larimore and James Cameron share the same nationality?,0,1
"Who was born more recently, Bryan Howard, or Maurice Greene?",1,1
"Squealer is a fictional character, a pig, in which author's book, ""Animal Farm"", in the book, he is described as merely a fat pig, but in the 1954 film, he is a pink pig, whereas in the 1999 film, Animal Farm, he is a Tamworth pig who wears a monocle? ",1,1
Eleven Times Square is located directly across from the main gateway for interstate buses that opened in what year?,0,1
Were both Henry James and Charlotte Perkins Gilman both american writers?,0,1
"What are alternate names for the type of roof on Ravenswood, a historic home located near Bunceton, Missouri?  ",1,1
"270 Park Avenue and The Spiral, are located in which city?",0,1
"The 2011 Major League Soccer All-Star Game, held on July 27, 2011, was the 16th annual Major League Soccer All-Star Game, Manchester United won the game 4–0 with goals from players, including Daniel Nii Tackie Mensah Welbeck, an English professional footballer who plays for which organization, club Arsenal and the England national team?",1,1
