question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
"What industrial metal band had a single from their 1992 album called ""Just One Fix"" which featured samples from the 1986 British biopic ""Sid and Nancy""? ","""Just One Fix"" is the third single from industrial metal band Ministry's 1992 album """". The song features samples from ""Sid and Nancy"" along with a sample of Frank Sinatra reciting ""Just One Fix"" (from the movie ""The Man with the Golden Arm"").Sid and Nancy (also known as Sid and Nancy: Love Kills) is a 1986 British biopic directed by Alex Cox and co-written with Abbe Wool.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Where was the builder of Walferdange Castle a Prince of?,"Walferdange Castle (French: ""Château de Walferdange"" ), located in the small town of Walferdange in central Luxembourg, dates from 1824 when William I of the Netherlands who was also Grand Duke of Luxembourg built it as a stud farm.William I (Willem Frederik, Prince of Orange-Nassau; 24 August 1772 – 12 December 1843) was a Prince of Orange and the first King of the Netherlands and Grand Duke of Luxembourg.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which film director is also a sound designer, Serge de Poligny or Ric Viers?","Serge de Poligny (1903–1983) was a French screenwriter and film director.Ric Viers (born 1973) is an American sound effects producer. He has also worked as a sound designer, film director, screenwriter, and author.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
When was the American cartoonist who created Greg Heffley in Diary of a Wimpy Kid born? ,"Gregory ""Greg"" Heffley is a fictional character and the main protagonist of the realistic fiction novel series ""Diary of a Wimpy Kid"" created by American cartoonist Jeff Kinney.Jeffrey Patrick ""Jeff"" Kinney (born February 19, 1971) is an American cartoonist, producer and author of children's books, including the ""Diary of a Wimpy Kid"" book series.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Bowling has been part of the pan american games since the games held in which city ?,"Bowling — primarily in the form of the tenpin sport, as regulated by the World Bowling organization (the Pan American Games' tenpin events are governed by World Bowling's ""PABCON"" American Zone division), has been a sport at the Pan American Games since the 1991 Pan American Games.The 11th Pan American Games were held in Havana, Cuba from August 2 to August 18, 1991.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The band who had the album ""Brujo"" came from what city?","Brujo is an album by the American country rock band New Riders of the Purple Sage. The group emerged from the psychedelic rock scene in San Francisco, California, in 1969, and its original lineup included several members of the Grateful Dead.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Where Harry Beaumont and Theodore Wharton co-stars in a movie?,"Harry Beaumont (February 10, 1888 – December 22, 1966) was an American film director, actor, and screenwriter. He worked for a variety of production companies including Fox, Goldwyn, Metro, Warner Brothers, and Metro-Goldwyn-Mayer.Theodore Wharton (1875–1931) was an American film director, producer and writer.",PASS,The correct answer is 'no'.,0,0,0,0,0,0
"Which is currently more valuable, Temagami-Lorrain Mine or Meadowbank Gold Mine?","Temagami-Lorrain Mine is an abandoned surface and underground mine in Northeastern Ontario, Canada.The Meadowbank Gold Mine is an open pit gold mine operated by Agnico-Eagle Mines in the Kivalliq district of Nunavut, Canada.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What type of park is the park that is located by the Mislon Point ferry wharf?," It is next to Luna Park and the Sydney Harbour Bridge.Luna Park Sydney (originally Luna Park Milsons Point, also known as Sydney's Luna Park) is an amusement park located in Sydney, New South Wales, Australia.",FAIL,PASS,0,0,0,0,0,0
What is the post-nominal abbreviation for the university where the Banded Mongoose Research Project is based?," Filmed and presented in the style of ""Meerkat Manor"", it follows the regular lives and activities of a family of banded mongooses being monitored by the Banded Mongoose Research Project of the University of Exeter, in Uganda's Queen Elizabeth National Park. In post-nominals, the University of Exeter is abbreviated as ""Exon.""",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Sunny Day Real Estate and All Time Low both from the United States?,"Sunny Day Real Estate was an American emo band from Seattle, Washington.All Time Low is an American rock band from Towson, Maryland, a suburb of Baltimore, formed in 2003.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which industry do Richard Hawley and Chicago's Catherine belong to? ,"Catherine was an alternative rock band from Chicago, Illinois that was active from 1985 to 1998.Richard Willis Hawley (born 17 January 1967) is an English guitarist, singer-songwriter and producer.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who acts as an analyst for a TV network for Kansas Jayhawks women's basketball team?,"Brenda VanLengen is the primary analyst for the Big 12 Conference women's basketball game of the week on Fox Sports 1 and the San Antonio Silver Stars on Fox Sports Southwest. She also acts as an analyst for BTN, CBS Sports Network, ESPN, FSN, Westwood One, and the Jayhawks TV Network.The Kansas Jayhawks women's basketball team represents the University of Kansas and competes in the Big 12 Conference of NCAA Division I.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Moscow Water Dog and Bavarian Mountain Hound, are a breed of what?","The Moscow Water Dog, also known as the Moscow Diver, Moscow Retriever or Moskovsky Vodolaz, is a little-known dog breed derived from the Newfoundland, Caucasian Shepherd Dog and East European Shepherd.The Bavarian Mountain Hound (German = ""Bayerischer Gebirgsschweißhund"") is a breed of dog from Germany.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What breed besides the Xoloitzcuintli is specifically bred for alopecia?," Certain breeds, such as the Mexican Hairless Dog and Chinese Crested Dog, are bred specifically for alopecia.The Xoloitzcuintli ( ; Nahuatl pronunciation: ), or Xolo for short, is a hairless breed of dog, found in toy, miniature, and standard sizes.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
College bass fishing includes a Bassmaster tournament sponsored by the clothing company founded in what year?," The major college bass fishing tournament series are the FLW Outdoors College Series, Carhartt Bassmaster College Bass Fishing Series,[Cabela's]] Collegiate Bass Fishing Series, and The Fishlife Collegiate TourCarhartt, Inc., is a U.S.-based clothing company founded in 1889 that focuses on work clothes.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What film starring Cameron Diaz and Ashton Kutcher was written by an American screenwriter best known as the writer of ""The Wedding Date""?","Dana Fox (born July 16, 1976) is an American screenwriter best known as the writer of ""The Wedding Date"" (2005), ""What Happens in Vegas"" (2008) and the television comedy series ""Ben and Kate"".What Happens in Vegas is a 2008 American comedy film directed by Tom Vaughan, written by Dana Fox and starring Cameron Diaz and Ashton Kutcher.",FAIL,PASS,0,0,0,0,0,0
"The writer of ""God Bless Our Homeland Ghana"" was also the conductor of what orchestra?"," The anthem ""God Bless Our Homeland Ghana"" was originally written and composed by Philip Gbeho and adopted in 1957. He was instrumental in the establishment of the Arts Council of Ghana and was a Director of Music and conductor of the National Symphony Orchestra in Ghana.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The 2004 Philadelphia Eagles season ended with an off-season pickup of the player with what nickname?," In the offseason, this already championship-level team was reinforced on both sides of the ball by the free agent additions of wide receiver Terrell Owens, defensive end Jevon Kearse, and middle linebacker Jeremiah Trotter, their thirdJevon Kearse (born September 3, 1976), nicknamed ""The Freak,"" is an American former football player who was a defensive end in the National Football League (NFL) for eleven seasons during the late 1990s and 2000s.",FAIL,PASS,0,0,0,0,0,0
What is the name of the 40th president who was in office when the Job Partnership Act of 1982 was passed?,"The Job Training Partnership Act of 1982 (Pub.L. 97–300 , , et seq.) was a United States federal law passed October 13, 1982, by the United States Department of Labor during the Ronald Reagan administration.Ronald Wilson Reagan ( ; February 6, 1911 – June 5, 2004) was an American statesman and actor who served as the 40th President of the United States from 1981 to 1989.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Live While We're Young is by the English-Irish boy band from what city?,"""Live While We're Young"" is a song by English-Irish boy band One Direction, released as the lead single from their second studio album, ""Take Me Home"" (2012).One Direction (commonly abbreviated as 1D) are an English-Irish pop boy band based in London, composed of Niall Horan, Liam Payne, Harry Styles, Louis Tomlinson, and previously, Zayn Malik until his departure from the band on 25 March 2015.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which  British politician from Northern Ireland who is a Democratic Unionist Party Member of Parliament for East Antrim represents the constituency known as East Antrim?,"East Antrim is a constituency represented in the House of Commons of the UK Parliament since 2005 by Sammy Wilson, a member of the Democratic Unionist Party.Samuel Wilson (born 4 April 1953) is a British politician from Northern Ireland who is a Democratic Unionist Party (DUP) Member of Parliament (MP) for East Antrim.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The Queen Paola Foundation was started by the whife of which Belgian monarch?, The foundation was created at the request of Princess Paola of Belgium.Queen Paola of Belgium (born Donna Paola Ruffo di Calabria on 11 September 1937) is the wife of the former King Albert II and was Queen of the Belgians from 1993 until his abdication in 2013 in favour of their son King Philippe.,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which American shoe company that primarily produces skating shoes and lifestyle brand footwear must a player have won honors from to earn the ""consensus"" status for the 1942 NCAA Men's Basketball All-Americans team?","The consensus 1942 College Basketball All-American team, as determined by aggregating the results of four major All-American teams. To earn ""consensus"" status, a player must win honors from a majority of the following teams: the Helms Athletic Foundation, Converse, Madison Square Garden, and Pic Magazine.Converse is an American shoe company that primarily produces skating shoes and lifestyle brand footwear and apparel.",FAIL,PASS,0,0,0,0,0,0
The company that produced Dimension Shampoo was founded in what year?," This was by the personal products division of Lever Brothers, and marketed by Ogilvy.Lever Brothers was a British manufacturing company founded in 1885 by brothers William Hesketh Lever (1851–1925) and James Darcy Lever (1854–1916).",FAIL,PASS,0,0,0,0,0,0
"E. Howard Hunt and Miguel Delibes, were in the writing industry?","Everette Howard Hunt Jr. (October 9, 1918 – January 23, 2007), better known as E. Howard Hunt, was an American intelligence officer and writer.Miguel Delibes Setién (] ; 17 October 1920 – 12 March 2010) was a Spanish novelist, journalist and newspaper editor associated with the Generation of '36 movement.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
When did the character who was originally a villain but later became an antihero first appeared in a comic book?,"Richard Fisk is a fictional character, a criminal appearing in American comic books published by Marvel Comics. Although he was originally a villain, he became an antihero.The Kingpin (Wilson Fisk) is a fictional supervillain appearing in American comic books published by Marvel Comics. The character was created by Stan Lee and John Romita Sr., and first appeared in ""The Amazing Spider-Man"" #50 (cover dated July 1967).",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
what nationality was the actor that was famous for his role in detective Columbo?,"Three Days of Rain is a 2002 US film directed by Michael Meredith.Peter Michael Falk ( ; September 16, 1927 – June 23, 2011) was an American actor, best known for his role as Lieutenant Columbo in the long-running television series ""Columbo"" (1968-2003), for which he received four Primetime Emmy Awards and one Golden Globe Award.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What canadian author hit the New York Times Best Seller list in 2017, with a book published 10 year prior?","This is a list of adult fiction books that topped ""The New York Times"" Fiction Best Seller list in 2017, in the Combined Print & E-Book Fiction category. So far, the most frequent weekly best seller of the year is ""Camino Island"" by John Grisham with 5 weeks at the top of the list, followed by ""The Shack"" by William P. Young with 4 weeks.The Shack is a novel by Canadian author William P. Young that was published in 2007.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Le Chatelier's principle is sometimes named after what German inventor, physicist and Nobel laureate in physics? "," The principle is named after Henry Louis Le Chatelier and sometimes Karl Ferdinand Braun who discovered it independently.Karl Ferdinand Braun (6 June 1850 – 20 April 1918) was a German inventor, physicist and Nobel laureate in physics.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which historic fishing town in south Ghana has the N1 passing through it?,"The N1 or National Highway 1 is a national highway in Ghana that begins at the border with Ivory Coast at Elubo and runs through Sekondi-Takoradi, Cape Coast, Winneba, Accra and Tema to the border with Togo at Aflao. Winneba, traditionally known as ""Simpa"", is a historic fishing port in south Ghana, lying on the south coast, 90 mi east of Cape Coast.",FAIL,PASS,0,0,0,0,0,0
Who created the television series in which Lauren Tom portrays Celia Mack ?," She portrays Celia Mack in the Disney Channel series ""Andi Mack"".Andi Mack is an American comedy-drama television series created by Terri Minsky that premiered on Disney Channel on April 7, 2017.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What group controls the team that Yeo Bum-kyu played for?,"Yeo Bum-kyu (born June 24, 1962) is a South Koreaan football Midfielder who played for South Korea in the AFC Asian Cup.The Korea Republic national football team represents South Korea in international association football and is controlled by the Korea Football Association.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Time and the Christian Science Sentinel both magazines?,"Time is an American weekly news magazine published in New York City.The Christian Science Sentinel (originally the ""Christian Science Weekly"") is a magazine published by the Christian Science Publishing Society based in Boston, Massachusetts.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
When was the manager of the 2000 country music group inspired by boy bands convincted?,"Marshall Dyllon was an American country music group formed in 2000, comprising vocalists Daniel Cahoon, Jesse Littleton, Michael Martin, Paul Martin, and Todd Michael Sansom. These five members were recruited by country music artist Kenny Rogers and talent manager Lou Pearlman, in an attempt to bring the boy band sound to the country music scene. In 2008, Pearlman was convicted and sentenced to up to 25 years in prison.",FAIL,PASS,0,0,0,0,0,0
Who illustrated the books on which the Paddington animated television programme is based?,"Paddington is an animated television programme based on the Paddington Bear books by Michael Bond. He first appeared on 13 October 1958 in the children's book ""A Bear Called Paddington"" and has been featured in more than twenty books written by English author Michael Bond and illustrated by Peggy Fortnum and other artists.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Where is the headquarters of the designer of Apple Bandai Pippin?,"The Apple Bandai Pippin, stylized ""PiP P!N"", is a multimedia technology console, designed by Apple Computer.Apple Inc. is an American multinational technology company headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software, and online services.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What transportation with gull-wing doors was used in the Back to the Future franchise?," In the feature film series, Dr. Emmett Brown builds a time machine based on a DeLorean DMC-12 car, to gain insights into history and the future. The car features gull-wing doors and an innovative fiberglass body structure with a steel backbone chassis, along with external brushed stainless steel body panels.",FAIL,PASS,0,0,0,0,0,0
What country was Daniel Awde born in?,"Daniel ""Dan"" Awde (born 22 June 1988 in Hammersmith, London) is a British 400 metres runner and former decathlete who has twice competed at the Summer Olympic Games.London is the capital and most populous city of England and the United Kingdom.",FAIL,PASS,0,0,0,0,0,0
How is Scott Speedman and Michael Corvin related?,"Michael Corvin (in Hungarian: ""Corvin Mihály"") is a fictional character from the ""Underworld"" series. He is known for playing Ben Covington in the coming-of-age drama television series ""Felicity"" and Lycan–Vampire hybrid Michael Corvin in the gothic horror–action ""Underworld"" films.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What is the birth date of the actress that acted in Frisk and also underwent gender transitioning in her late thirties? ," The cast includes Parker Posey and Alexis Arquette.Alexis Arquette (July 28, 1969 – September 11, 2016) was an American actress, cabaret performer, underground cartoonist, and activist. She underwent gender transitioning in her late thirties, and supported other people making similar transitions.",FAIL,PASS,0,0,0,0,0,0
What was Sedgebrook railway station formerly?,"Sedgebrook railway station was formerly a station on the Nottingham to Grantham line, which opened as the Ambergate, Nottingham, Boston and Eastern Junction Railway on 15 July 1850.Grantham railway station serves the town of Grantham in Lincolnshire, England and lies on the East Coast Main Line (ECML) 105.5 mi north of London King's Cross.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Gwyn Williams recruited an English professional footballer who plays what position?,"Gwyn Williams is Leeds United's former Technical Director, and a former Chelsea chief scout who discovered John Terry and helped make a £14m profit on Tore André Flo for the London side.John George Terry (born 7 December 1980) is an English professional footballer who plays for and captains Championship club Aston Villa. He commonly plays as a centre-back.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Robinsons and Pocari Sweat are both what kind of product?,"Robinsons is an English fruit drink brand owned by Britvic.Pocari Sweat (ポカリスエット , Pokari Suetto ) is a Japanese sports drink, manufactured by Otsuka Pharmaceutical It was launched in 1980, and is now also available in East Asia, Southeast Asia, and the Middle East.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What country is St. Olaf College in?,Ben Houge ( ; born 1974) is an internationally active American composer and audio designer. The college is named after the King and the Patron Saint Olaf II of Norway and is affiliated with the Evangelical Lutheran Church in America.,FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Zircon known for what soundtrack?,"Andrew Aversa, known as Zircon, is an American electronic musician, composer, and audio technician primarily known for his work featured in video game soundtracks such as ""Super Street Fighter II Turbo HD Remix"", """", ""Soulcalibur V"" and ""Pump It Up"".Pump It Up (Hangul: 펌프 잇 업 ; RR: ""Peompeu it eop "" ), commonly abbreviated as PIU or shortened to just Pump, is a music video game series developed by Nexcade and published by Andamiro, a Korean arcade game producer.",FAIL,PASS,0,0,0,0,0,0
"When was the singer that recorded ""Wait ’til My Bobby Gets Home"" born?"," It was recorded at Gold Star Studios in Los Angeles in May 1963 by Darlene Love with the lead vocals shared by Love and her sister Edna Wright.Darlene Wright (born July 26, 1941), known by her stage name, Darlene Love is an American popular music singer and actress.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"In which year was the English character actor, who were active during the 1940s, 1950s and 1960s and appeared in Mayerling alongside Omar Sharif and Catherine Deneuve, born?","Mayerling is a 1968 romantic tragedy film starring Omar Sharif, Catherine Deneuve, James Mason, Ava Gardner, Geneviève Page, James Robertson Justice and Andréa Parisy.James Robertson Justice (born James Norval Harald Justice,15 June 1907 – 2 July 1975) was an English character actor in who appeared in British films during the 1940s, 1950s and 1960s.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Is George Washington University or Brown University further north?,"The George Washington University (GW, GWU, or George Washington) is a private research university in Washington, D.C., the capital of the United States.Brown University is a private Ivy League research university in Providence, Rhode Island, United States.",FAIL,PASS,0,0,0,0,0,0
Which star from The Hunt for Red October was born in 1931 ?,"The Hunt for Red October is a 1990 American espionage thriller film produced by Mace Neufeld, directed by John McTiernan, that stars Sean Connery, Alec Baldwin, Scott Glenn, James Earl Jones, and Sam Neill.James Earl Jones (born January 17, 1931) is an American actor.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What Italian-Canadian actor best known for his roles on ""Reign"",starred in a Canadian comedy web series?","Backpackers is a Canadian comedy web series, which aired in 2013 on CTV.ca and CW Seed.Giacomo Keaton Gianniotti (born June 19, 1989) is an Italian-Canadian actor. Gianniotti is best known for his roles on ""Reign"" (2013) and ""Murdoch Mysteries"" (2013–2014).",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What type of profession does Lazaros Christodoulopoulos and Sokratis Papastathopoulos have in common?,"Lazaros Christodoulopoulos (Greek: Λάζαρος Χριστοδουλόπουλος ; born 19 December 1986) is a Greek footballer who plays for AEK Athens and the Greek national team.Sokratis Papastathopoulos (Greek: Σωκράτης Παπασταθόπουλος , ] ; born 9 June 1988) is a Greek footballer who plays as a starting centre back for German Bundesliga club Borussia Dortmund and the Greek national team.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Noel Clarke is known for playing Wyman in what British comedy-drama television show about seven British migrant construction workers," He is known for playing Wyman Norris in ""Auf Wiedersehen, Pet"" and Mickey Smith in ""Doctor Who"".Auf Wiedersehen, Pet (] , ""Goodbye, Pet"") is a British comedy-drama television programme about seven British migrant construction workers.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The music for Coco was by a man born when?,"Coco was a 1969 Broadway musical with a book and lyrics by Alan Jay Lerner and music by André Previn, inspired by the life of Coco Chanel.André George Previn, KBE ( ; born Andreas Ludwig Priwin; April 6, 1929) is a German-American pianist, conductor, and composer.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Beneath the Dark is an American mystery-thriller film, released in which year, directed by Chad Feehan, and starring Chris Browning is an American television and film actor, known for character roles, specializing in more tough and rugged types?","Beneath the Dark is an 2010 American mystery-thriller film directed by Chad Feehan, and starring Josh Stewart, Jamie-Lynn Sigler, Chris Browning.Chris Browning is an American television and film actor, known for character roles, specializing in more tough and rugged types.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"A Singapore art and science museum is among the attractions run by which Las Vegas company, owners of the Venetian?"," The Venetian is owned and operated by Las Vegas Sands. Its resorts feature accommodations, gaming and entertainment, convention and exhibition facilities, restaurants and clubs, as well as an art and science museum in Singapore.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who was the first woman to receive a license from the NHRA and also to race at a Speedway that was home to the President's Cup Nationals? ," Richard Petty, Shirley Muldowney, Don Prudhomme, Bunny Burkett are among some of the great drag racers who raced on the now defunct speedway. She was the first woman to receive a license from the National Hot Rod Association (NHRA) to drive a Top Fuel dragster.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which brand name devised by Lexicon Branding turned out to be an 85 million dollar project?," The company devised the brand names Pentium, BlackBerry, PowerBook, Zune, Swiffer, Febreze, Subaru Outback and Forester, Toyota Scion, DeskJet, Dasani, OnStar, Embassy Suites Hotels and Metreon, among others. Sony intended the ambitious 85 million dollar project to be not only a theme park and gallery for Sony products but also a way to reinforce a sophisticated image for the Sony brand.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
The city in which the mall formerly known as Shellharbour Square Shopping Centre is located is sometimes confused for what suburb?,"Shellharbour City Centre is the central business district of the City of Shellharbour, located in the Illawarra region of New South Wales, Australia (not to be confused with the suburb, Shellharbour).Stockland Shellharbour (formerly known as Shellharbour Square Shopping Centre) is one of the largest shopping centres in the Illawarra area, located on Lake Entrance Road at Shellharbour City Centre, approximately 20 km south of Wollongong.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What type of profession does Physikalische Zeitschrift and Peter Debye have in common?," During its life, it was edited by several prominent physicists, such as Peter Debye.Peter Joseph William Debye {'1': "", '2': "", '3': 'ForMemRS', '4': ""} ( ; ] ; March 24, 1884 – November 2, 1966) was a Dutch-American physicist and physical chemist, and Nobel laureate in Chemistry.",FAIL,PASS,0,0,0,0,0,0
Who was hired in April 2010 to replace former head coach Cindy Stein of the team that lost in the second round of the SEC Women's Tournament to Auburn?," The Tigers were led by sixth year head coach Robin Pingeton. They play their games at Mizzou Arena and are members of the Southeastern Conference.Robin Pingeton (born July 9, 1968) is the head coach of the University of Missouri's women's basketball team. She was hired in April 2010 to replace former head coach Cindy Stein.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Whitney Williams has a chair on the board of a non-profit with Ben Affleck and what other company?,"The Eastern Congo Initiative (ECI) is an American nonprofit organization established by Ben Affleck and Whitney Williams in 2010 as ""the first U.S. based advocacy and grant-making initiative wholly focused on working with and for the people of eastern Congo"".Whitney Williams is an American businesswoman and philanthropist, currently serving as Vice-Chair of the board for Eastern Congo Initiative and Founder + CEO of the Seattle-based consultancy williamsworks.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What is the title of the first book by this American author who wrote the 2015 novel ""Another Day?""","Another Day is a 2015 YA (young adult) novel by the American author David Levithan. His first book, ""Boy Meets Boy"", was published by Knopf Books for Young Readers in 2003.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Where is the band that wrote the song ""Luck"", originally recorded for their debut extended play, ""American Authors"", based?","""Luck"" is a song written by Zachary Barnett, David Rublin, Matthew Sanchez and James Shelley of American indie rock band American Authors, co-written with producers Aaron Accetta and Shep Goodman.American Authors is an American rock band based in New York City currently signed to Island Records.",FAIL,PASS,0,0,0,0,0,0
Walls Have Eyes was produced by a member of what band?," It was released in November 1985 on EMI America Records in the US and Polydor Records throughout the rest of the world, and produced by Maurice Gibb and Tom Dowd.Maurice Ernest Gibb, CBE ( ; 22 December 1949 – 12 January 2003) was a singer, songwriter, multi-instrumenatalist and record producer, who achieved fame as a member of the pop group the Bee Gees.",FAIL,PASS,0,0,0,0,0,0
What are the major products and services that MGM Resorts sells as of FY2022?,"MGM Resorts International is a Delaware corporation incorporated in 1986 that acts largely as a holding company and, through subsidiaries, is a global
gaming and entertainment company with domestic and international locations featuring best-in-class hotels and casinos, state-of-the-art meeting and conference
spaces, incredible live and theatrical entertainment experiences, and an extensive array of restaurant, nightlife and retail offerings, and sports betting and online
gaming operations
",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"109 Street passes several Edmonton landmarks, including a shopping centre that was constructed in what year?"," It passes several Edmonton landmarks including the Garneau Theatre, Alberta Legislature Building, MacEwan University, RCMP ""K"" Division Headquarters, and Kingsway Mall.Kingsway Mall (formerly Kingsway Garden Mall) is a shopping centre located in central Edmonton, Alberta, Canada. The mall, constructed in 1976, completed a $70-million redevelopment from 2007-2009.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Heinrick Palmgren hosts a show called Red Ice Radio, which has featured David Of me. In what year was David Of me born?"," Originally focusing on paranormal subjects, it has recently changed focus to the alt-right, focusing on themes such as the white genocide conspiracy theory and hosting guests such as Ingrid Carlqvist, Richard B. Spencer, Kevin B. MacDonald, David Duke, David Icke, Andrew Anglin, UKIP prospective Member of Parliament, Jack Sen, and Colin Robertson, among many others.David Vaughan Icke ( ; born 29 April 1952) is an English writer and public speaker.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What political affiliation of the president whose favorite painter was Porfirio Salinas?," He was described by ""The New York Times"" as being United States President Lyndon B. Johnson's favorite painter. A Democrat from Texas, he also served as a United States Representative and as the Majority Leader in the United States Senate.",FAIL,PASS,0,0,0,0,0,0
"Lewis Shay McGugan was a midfielder who played for which professional association football from Sheffield, England?","Lewis Shay McGugan (born 25 October 1988) is an English professional footballer who most recently played as a midfielder for Sheffield Wednesday.Sheffield Wednesday Football Club is a professional association football club based in Sheffield, England.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which debt securities are registered to trade on a national securities exchange under Salesforce's name as of FY 2023?,"Securities registered pursuant to Section 12(b) of the Act:
Title of each class
Trading Symbol(s)
Name of each exchange on which registered
Common Stock, par value $0.001 per share
CRM
New York Stock Exchange
",PASS,FAIL,0,0,0,0,0,0
Parrallel and Snowflake are EP's of what girl group? ,"Parallel is the fifth extended play (EP) by South Korean girl group GFriend. In 2016, they continued their success with their third EP ""Snowflake"" and won first place on many music shows with the title song ""Rough"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which State's fish was discovered at the base of Colter Falls?,"Colter Falls, also Coulter Falls, (4.3m) waterfall, nearly 0.5 mi in width, part of the Great Falls of the Missouri, on the Missouri River in north-central Montana. The Lewis and Clark Expedition was known to discover Westslope cutthroat trout at the base of the falls. The cutthroat is the Montana state fish.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Roddy Woomble and Kelli Ali, have which mutual occupation?","Roderick ""Roddy"" Woomble (born 13 August 1976) is a Scottish singer, songwriter and writer.Kelli Dayton, also known as Kelli Ali (a name she took to honour her father, Michael Ali) is a female vocalist most recognized for being lead singer for the trip hop group Sneaker Pimps.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What rock band, formed in 2002 at Wesleyan University, recorded a new version of their track ""Time to Pretend"" on their 2007-2008 album?"," New versions of the tracks ""Time to Pretend"" and ""Kids"" were later released on MGMT's debut album ""Oracular Spectacular"" (2007–2008).MGMT is an American psychedelic rock band formed in 2002 at Wesleyan University.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Ina Norris is a playwright, poet, producer, off Broadway producer, mentor, and educator, she lives in which northernmost of the five boroughs of New York City?"," Norris lives in The Bronx, New York.The Bronx ( ) is the northernmost of the five boroughs of New York City, within the U.S. state of New York.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
